Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
AtkinsonBoore1995GSCBest,AtkinsonBoore1995GSCBest,1995,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,AB1995GSCBest,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Eastern Canada National Seismic Hazard Model. The equation fits the table values defined by Gail M. Atkinson and David M. Boore in ""Ground-Motion Relations for Eastern North America"", Bullettin of the Seismological Society of America, Vol. 85, No. 1, pp. 17-30, February 1995. Table of coefficients were provided by GSC and are associated to the 'Best' case (that is mean value unaffected)."
AtkinsonBoore1995GSCLowerLimit,AtkinsonBoore1995GSCLowerLimit,1995,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,AB1995GSCLowerLimit,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Eastern Canada National Seismic Hazard Model. The equation fits the table values defined by Gail M. Atkinson and David M. Boore in ""Ground-Motion Relations for Eastern North America"", Bullettin of the Seismological Society of America, Vol. 85, No. 1, pp. 17-30, February 1995. Table of coefficients were provided by GSC and are associated to the 'Lower Limit' case (that is mean value decreased)."
AtkinsonBoore1995GSCUpperLimit,AtkinsonBoore1995GSCUpperLimit,1995,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,AB1995GSCUpperLimit,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Eastern Canada National Seismic Hazard Model. The equation fits the table values defined by Gail M. Atkinson and David M. Boore in ""Ground-Motion Relations for Eastern North America"", Bullettin of the Seismological Society of America, Vol. 85, No. 1, pp. 17-30, February 1995. Table of coefficients were provided by GSC and are associated to the 'Upper Limit' case (that is mean value increased)."
AtkinsonBoore2003SInter,AtkinsonBoore2003SInter,2003,Subduction Interface,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SInter,"Implements GMPE developed by G. M  Atkinson and D. Boore and published as ""Empirical Ground-Motion Relations for Subduction-Zone Earthquakes and Their Application to Cascadia and Other Regions"" (Bulletin of the Seismological Society of America, Volume 93, Number 4, pages 1703-1929, 2003) and includes correction for subduction interface equations as described in ""Erratum to 'Empirical Ground Motion Relations for Subduction-Zone Earthquakes and their application to Cascadia and other regions'"", Gail M. Atkinson and David M. Boore, Volume 98, Number 5, pp.2567-2569, 2008. The class implements the global model but not the corrections for Japan/Cascadia. SA values at 4 s (not supported by the original equations) are obtained from mean value at 3 s divided by a factor equal to 0.550 (scaling factor computed in the context of the SHARE project and obtained as average ratio between median values at 4 and 3 seconds as predicted by SHARE subduction GMPEs). The class implements the equations for 'Subduction Interface' (that's why the class name ends with 'SInter')."
AtkinsonBoore2003SInterNSHMP2008,AtkinsonBoore2003SInterNSHMP2008,2003,Subduction Interface,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SInterNSHMP2008,Extend :class:`AtkinsonBoore2003SInter` and introduces site amplification for B/C site condition and fixed rupture hypocentral depth (20 km) as defined by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US hazard model
AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlab,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlab,"Implements GMPE developed by G. M  Atkinson and D. Boore and published as ""Empirical Ground-Motion Relations for Subduction-Zone Earthquakes and Their Application to Cascadia and Other Regions"" (Bulletin of the Seismological Society of America, Volume 93, Number 4, pages 1703-1929, 2003). The class implements the global model but not the corrections for Japan/Cascadia. SA values at 4 s (not supported by the original equations) are obtained from mean value at 3 s divided by a factor equal to 0.550 (scaling factor computed in the context of the SHARE project and obtained as average ratio between median values at 4 and 3 seconds as predicted by SHARE subduction GMPEs). The class implements the equations for 'Subduction IntraSlab' (that's why the class name ends with 'SSlab')."
AtkinsonBoore2003SSlabCascadia,AtkinsonBoore2003SSlabCascadia,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlabCascadia,Extends :class:`AtkinsonBoore2003SSlab` but uses coefficients for Cascadia region
AtkinsonBoore2003SSlabCascadiaNSHMP2008,AtkinsonBoore2003SSlabCascadiaNSHMP2008,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlabCascadiaNSHMP2008,Combines :class:`AtkinsonBoore2003SSlabNSHMP2008` for NSHMP site amplification with :class:`AtkinsonBoore2003SSlabCascadia` for Cascadia.
AtkinsonBoore2003SSlabJapan,AtkinsonBoore2003SSlabJapan,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlabJapan,Extends :class:`AtkinsonBoore2003SSlab` but substitutes values for c1 from Table 3 which incorporate correction factors for Japan.
AtkinsonBoore2003SSlabJapanNSHMP2008,AtkinsonBoore2003SSlabJapanNSHMP2008,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlabJapanNSHMP2008,Combines :class:`AtkinsonBoore2003SSlabNSHMP2008` for NSHMP site amplification with :class:`AtkinsonBoore2003SSlabJapan` for Japan.
AtkinsonBoore2003SSlabNSHMP2008,AtkinsonBoore2003SSlabNSHMP2008,2003,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Inter event Intra event Total,AB2003SSlabNSHMP2008,Extend :class:`AtkinsonBoore2003SSlab` and introduces site amplification for B/C site condition as defined by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US hazard model.
AtkinsonBoore2006,AtkinsonBoore2006,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006,"Implements GMPE developed by Gail M. Atkinson and David M. Boore and published as ""Earthquake Ground-Motion Prediction Equations for Eastern North America"" (2006, Bulletin of the Seismological Society of America, Volume 96, No. 6, pages 2181-2205). This class implements only the equations for stress parameter of 140 bars. The correction described in 'Adjustment of Equations to Consider Alternative Stress Parameters', p. 2198, is not implemented. This class uses the same soil amplification function as the BooreAtkinson2008. Note that in the paper, the reported soil amplification function is the one used in a preliminary version of the Boore and Atkinson 2008 GMPE, while the one that should be used is the one described in the final paper. See comment in: http://www.daveboore.com/pubs_online/ab06_gmpes_programs_and_tables.pdf"
AtkinsonBoore2006MblgAB1987bar140NSHMP2008,AtkinsonBoore2006MblgAB1987bar140NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006MblgAB1987bar140NSHMP2008,
AtkinsonBoore2006MblgAB1987bar200NSHMP2008,AtkinsonBoore2006MblgAB1987bar200NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006MblgAB1987bar200NSHMP2008,
AtkinsonBoore2006MblgJ1996bar140NSHMP2008,AtkinsonBoore2006MblgJ1996bar140NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006MblgJ1996bar140NSHMP2008,
AtkinsonBoore2006MblgJ1996bar200NSHMP2008,AtkinsonBoore2006MblgJ1996bar200NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006MblgJ1996bar200NSHMP2008,
AtkinsonBoore2006Modified2011,AtkinsonBoore2006Modified2011,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006Modified2011,"This GMPE modifies the original implementation of :class: `AtkinsonBoore2006` with the magnitude dependent stress-drop scaling factor proposed in Atkinson & Boore (2011) Atkinson, G. A. and Boore D. M. (2011) Modifications to Existing Ground-Motion Prediciton Equations in Light of New Data. Bulletin of the Seismological Society of America, 101(3), 1121 - 1135"
AtkinsonBoore2006Mwbar140NSHMP2008,AtkinsonBoore2006Mwbar140NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006Mwbar140NSHMP2008,
AtkinsonBoore2006Mwbar200NSHMP2008,AtkinsonBoore2006Mwbar200NSHMP2008,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006Mwbar200NSHMP2008,
AtkinsonBoore2006SGS,AtkinsonBoore2006SGS,2006,Stable Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,AB2006SGS,"This class extends the original base class :class:`openquake.hazardlib.gsim.atkinson_boore_2006.AtkinsonBoore2006` by introducing a distance filter for the near field, as implemented by SGS for the national PSHA model for Saudi Arabia."
AtkinsonMacias2009,AtkinsonMacias2009,2009,Subduction Interface,rrup,mag,,PGA SA,Total,AM2009,"Implements the Subduction Interface GMPE of Atkinson & Macias (2009) for large interface earthquakes in the Cascadia subduction zone. Atkinson, G. M. and Macias, M. (2009) ""Predicted Ground Motions for Great Interface Earthquakes in the Cascadia Subduction Zone"", Bulletin of the Seismological Society of America, 99(3), 1552 - 1578"
AtkinsonMacias2009NSHMP2014,AtkinsonMacias2009NSHMP2014,2009,Subduction Interface,rrup,mag,,PGA SA,Total,AM2009NSHMP2014,Implements an adjusted version of the Atkinson and Macias (2009) GMPE. The motion is scaled B/C conditions following the approach described in Atkinson and Adams (2013) and implemented in :mod:`openquake.hazardlib.gsim.can15.sinter`.
AvgGMPE,AvgGMPE,0,—,,,,,,,
AvgPoeGMPE,AvgPoeGMPE,0,—,,,,,,,
BA08SiteTerm,BA08SiteTerm,0,—,,,,,,,
BCHydroESHM20SInter,BCHydroESHM20SInter,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SInter,ESHM20 adjustment of the BC Hydro GMPE for subduction interface events with theta6 calibrated to Mediterranean data.
BCHydroESHM20SInterHigh,BCHydroESHM20SInterHigh,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SInterHigh,"ESHM20 adjustment of the BC Hydro GMPE for subduction interface events with theta6 calibrated to Mediterranean data, for the high magnitude scaling branch."
BCHydroESHM20SInterLow,BCHydroESHM20SInterLow,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SInterLow,"ESHM20 Adjustment of the BC Hydro GMPE for subduction interface events with theta6 calibrated to Mediterranean data, for the low magnitude scaling branch."
BCHydroESHM20SSlab,BCHydroESHM20SSlab,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SSlab,ESHM20 adjustment of the BC Hydro GMPE for subduction in-slab events with theta6 calibrated to Mediterranean data.
BCHydroESHM20SSlabHigh,BCHydroESHM20SSlabHigh,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SSlabHigh,"ESHM20 adjustment of the BC Hydro GMPE for subduction interface events with theta6 calibrated to Mediterranean data, for the high magnitude scaling branch."
BCHydroESHM20SSlabLow,BCHydroESHM20SSlabLow,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,BCHydroESHM20SSlabLow,"ESHM20 adjustment of the BC Hydro GMPE for subduction in-slab events with theta6 calibrated to Mediterranean data, for the low magnitude scaling branch."
BSSA14SiteTerm,BSSA14SiteTerm,0,—,,,,,,,
BahrampouriEtAl2021Asc,BahrampouriEtAl2021Asc,2021,Active Shallow Crust,rrup,hypo_lat hypo_lon mag ztor,lat lon vs30,IA,Inter event Intra event Total,Ba2021Asc,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the Kiban-Kyoshin network (KiK)-net database. This GMPE is specifically derived for arias intensity. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 428-448 and titled 'Ground motion prediction equations for Arias Intensity using the Kik-net database'."
BahrampouriEtAl2021SInter,BahrampouriEtAl2021SInter,2021,Subduction Interface,rrup,hypo_lat hypo_lon mag ztor,lat lon vs30,IA,Inter event Intra event Total,Ba2021SInter,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the Kiban-Kyoshin network (KiK)-net database. This GMPE is specifically derived for arias intensity. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 428-448 and titled 'Ground motion prediction equations for Arias Intensity using the Kik-net database'."
BahrampouriEtAl2021SSlab,BahrampouriEtAl2021SSlab,2021,Subduction IntraSlab,rrup,hypo_lat hypo_lon mag ztor,lat lon vs30,IA,Inter event Intra event Total,Ba2021SSlab,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the Kiban-Kyoshin network (KiK)-net database. This GMPE is specifically derived for arias intensity. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 428-448 and titled 'Ground motion prediction equations for Arias Intensity using the Kik-net database'."
BahrampouriEtAldm2021Asc,BahrampouriEtAldm2021Asc,2021,Active Shallow Crust,rrup,mag rake,vs30 z1pt0,RSD575 RSD595,Inter event Intra event Total,Ba2021Asc,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the KiK-net database. This GMPE is specifically derived for significant durations: Ds5-Ds95,D25-Ds75. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 903-920 and titled 'Ground motion prediction equations for significant duration using the KiK-net database'."
BahrampouriEtAldm2021SInter,BahrampouriEtAldm2021SInter,2021,Subduction Interface,rrup,mag rake,vs30 z1pt0,RSD575 RSD595,Inter event Intra event Total,Ba2021SInter,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the KiK-net database. This GMPE is specifically derived for significant durations: Ds5-Ds95,D25-Ds75. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 903-920 and titled 'Ground motion prediction equations for significant duration using the KiK-net database'."
BahrampouriEtAldm2021SSlab,BahrampouriEtAldm2021SSlab,2021,Subduction IntraSlab,rrup,mag rake,vs30 z1pt0,RSD575 RSD595,Inter event Intra event Total,Ba2021SSlab,"Implements GMPE by Mahdi Bahrampouri, Adrian Rodriguez-Marek and Russell A Green developed from the KiK-net database. This GMPE is specifically derived for significant durations: Ds5-Ds95,D25-Ds75. This GMPE is described in a paper published in 2021 on Earthquake Spectra, Volume 37, Pg 903-920 and titled 'Ground motion prediction equations for significant duration using the KiK-net database'."
BaumontEtAl2018High2210IAVGDC30n7,BaumontEtAl2018High2210IAVGDC30n7,2018,Active Shallow Crust,rhypo,mag,,MMI,Total,Ba2018High2210IAVGDC30n7,"Implements ""Intensity predictive attenuation models calibrated in Mw for metropolitan France David Baumont,Kevin Manchuel, Paola Traversa, Christophe Durouchoux, Emmanuelle Nayman, Gabriele Ameri Bull Earthquake Eng (2018) 16:2285–2310 https://doi.org/10.1007/s10518-018-0344-6 functional given on page 2293 for Rhypo This class implements the model Intensity Model:Q Domain:Depth Control:DBMI Data Selection given in Table 1: Intensity model: (1) Regional geometrical spreading (2) Geometrical spreading and regional intrinsic attenuation Q-domain:(0) France, (1) France and Italy, (2) Q-regions (France and Italy) Depth control: (0) Depth fixed, (1) Depth free within the plausible range defined in Table 3, (2) Similar to depth case # 1 but with Io constraints DBMI data selection:     (0) IDP(MCS) <= VII, (1) IDP(MCS) <= VI Min Dc (km):  30, 50 Min # intensity classes: 3,5,7 Intensity metrics: IAVG, RAVG, ROBS, RP50, RP84"
BaylessAbrahamson2018,BaylessAbrahamson2018,2018,Active Shallow Crust,rrup,mag rake ztor,vs30 z1pt0,EAS,Inter event Intra event Total,BA2018,"Implements the Bayless and Abrahamson (2018, 2019) model. References: - Bayless, J., and N. A. Abrahamson (2018b). An empirical model for Fourier amplitude spectra using the NGA-West2 database, PEER Rept. No. 2018/07, Pacific Earthquake Engineering Research Center, University of California, Berkeley, California. - Bayless, J. and N.A. Abrahamson (2019). Summary of the BA18 Ground-Motion Model for Fourier Amplitude Spectra for Crustal Earthquakes in California.  Bull. Seism. Soc. Am., 109(5): 2088–2105"
BergeThierryEtAl2003Ms,BergeThierryEtAl2003Ms,2003,Active Shallow Crust,rhypo,mag,vs30,PGA SA,Total,Be2003Ms,"Implements GMPE developed by Catherine Berge-Thierry, Fabrice Cotton, Oona Scoti, Daphne-Anne Griot-Pommera, and Yoshimitsu Fukushima and published as ""New Empirical Response Spectral Attenuation Laws For Moderate European Earthquakes"" (2003, Journal of Earthquake Engineering, 193-222) This class corresponds to the original formulation, usable with Ms."
